director_name,genres,movie_title,actor_1_name,actor_2_name,actor_3_name
Benh Zeitlin,Drama Fantasy,beasts of the southern wild,Quvenzhané Wallis,Gina Montana,Dwight Henry
J. Lee Thompson,Action Sci-Fi,battle for the planet of the apes,Roddy McDowall,Paul Williams,Claude Akins
Maggie Greenwald,Drama Music,songcatcher,Aidan Quinn,David Patrick Kelly,Jane Adams
Vera Farmiga,Drama,higher ground,Donna Murphy,Bill Irwin,Michael Chernus
Vijay Chandar,Comedy Romance,vaalu,Hansika Motwani,T.R. Silambarasan,Brahmanandam
Morgan Spurlock,Comedy Documentary,the greatest movie ever sold,Quentin Tarantino,J.J. Abrams,Donald Trump
Jonathan Wacks,Comedy Horror,ed and his dead mother,Steve Buscemi,Gary Farmer,Jon Gries
Khyentse Norbu,Adventure Drama,travelers and magicians,Tshewang Dendup,Lhakpa Dorji,Sonam Kinga
Ted Post,Western,hang 'em high,Clint Eastwood,Bruce Dern,Alan Hale Jr.
Richard Brooks,Crime Drama Film-Noir,deadline - u.s.a.,Humphrey Bogart,Jim Backus,Kim Hunter
Tony Krantz,Horror Thriller,sublime,George Newbern,Tom Cavanagh,Cas Anvar
Mitchell Altieri,Comedy Horror Thriller,a beginner's guide to snuff,Kimberley Crossman,Luke Edwards,Bree Williamson
W.D. Hogan,Action Sci-Fi,independence daysaster,Tom Everett Scott,Keenan Tracey,Nicholas Carella
Corey Grant,Comedy Drama,dysfunctional friends,Christian Keyes,Essence Atkins,Tatyana Ali
Tom Tykwer,Crime Drama,run lola run,Moritz Bleibtreu,Ludger Pistor,Armin Rohde
Lucky McKee,Drama Horror,may,James Duval,Will Estes,Nora Zehetner
Richard Boddington,Adventure Family,against the wild,Natasha Henstridge,CJ Adams,Erin Pitt
David Hunt,Horror,living dark: the story of ted the caver,Matthew Alan,Chris Cleveland,Circus-Szalewski
Patricia Riggen,Adventure Drama,under the same moon,America Ferrera,Eugenio Derbez,Kate del Castillo
J. Lee Thompson,Action Sci-Fi,conquest of the planet of the apes,Roddy McDowall,Gordon Jump,John Randolph
Todd Field,Crime Drama,in the bedroom,Tom Wilkinson,Sissy Spacek,Karen Allen
Steven R. Monroe,Horror Thriller,i spit on your grave,Sarah Butler,Chad Lindberg,Daniel Franzese
Mark Illsley,Comedy Crime Romance,"happy, texas",Ally Walker,Illeana Douglas,Jeremy Northam
Pawel Pawlikowski,Drama Romance,my summer of love,Paddy Considine,Natalie Press,Dean Andrews
Ritesh Batra,Drama Romance,the lunchbox,Nawazuddin Siddiqui,Nimrat Kaur,Lillete Dubey
Sally Potter,Drama Romance,yes,Shirley Henderson,Joan Allen,Stephanie Leonidas
Frank Capra,Comedy Drama Romance,you can't take it with you,Jean Arthur,Ann Miller,Lionel Barrymore
Fred Zinnemann,Drama Romance War,from here to eternity,Montgomery Clift,Donna Reed,Deborah Kerr
John Ford,Western,she wore a yellow ribbon,Harry Carey Jr.,Ben Johnson,Victor McLaglen
Brad J. Silverman,Drama Music,grace unplugged,Shawnee Smith,Michael Welch,Anthony Reynolds
Dave Meyers,Comedy Drama,foolish,Eddie Griffin,Clifton Powell,Marla Gibbs
David M. Matthews,Crime Drama Thriller,n-secure,Essence Atkins,Lamman Rucker,Tempestt Bledsoe
Nadine Labaki,Comedy Drama Romance,caramel,Yasmine Al Massri,Adel Karam,Nadine Labaki
Lluís Quílez,Horror Thriller,out of the dark,Stephen Rea,Pixie Davies,Alejandro Furth
Eytan Fox,Comedy Drama Romance,the bubble,Ohad Knoller,Lior Ashkenazi,Yousef 'Joe' Sweid
Francis Ford Coppola,Drama Mystery Thriller,the conversation,Harrison Ford,Teri Garr,Cindy Williams
Romesh Sharma,Romance,dil jo bhi kahey...,Annabelle Wallis,Revathy,Bhoomika Chawla
François Truffaut,Crime Drama Romance,mississippi mermaid,Catherine Deneuve,Jean-Paul Belmondo,Michel Bouquet
Adam Goldberg,Drama Mystery,i love your work,Judy Greer,Marisa Coughlan,Nicky Katt
Travis Zariwny,Horror,cabin fever,Dustin Ingram,Gage Golightly,Samuel Davis
Zack Snyder,Action Horror Thriller,dawn of the dead,Ty Burrell,Kevin Zegers,Mekhi Phifer
Adrienne Shelly,Comedy Drama Romance,waitress,Lew Temple,Cheryl Hines,Eddie Jemison
Newt Arnold,Action Biography Drama Sport,bloodsport,Bolo Yeung,Donald Gibb,Ken Siu
Frank Capra,Comedy Drama,mr. smith goes to washington,Claude Rains,Jean Arthur,Thomas Mitchell
Larry Clark,Drama,kids,Rosario Dawson,Leo Fitzpatrick,Justin Pierce
Noah Baumbach,Comedy Drama,the squid and the whale,William Baldwin,Elizabeth Meriwether,Owen Kline
Charles Herman-Wurmfeld,Comedy Drama Romance,kissing jessica stein,Scott Cohen,Jennifer Westfeldt,Brian Stepanek
Yimou Zhang,Comedy Drama,"a woman, a gun and a noodle shop",Honglei Sun,Ni Yan,Dahong Ni
John Stockwell,Action,kickboxer: vengeance,Matthew Ziff,T.J. Storm,Sam Medina
Alfred Hitchcock,Film-Noir Mystery Romance Thriller,spellbound,Norman Lloyd,Rhonda Fleming,Leo G. Carroll
Atom Egoyan,Drama Mystery Romance,exotica,Bruce Greenwood,Mia Kirshner,Sarah Polley
Vincent Gallo,Comedy Crime Drama Romance,buffalo '66,Anjelica Huston,Vincent Gallo,Jan-Michael Vincent
James Wan,Fantasy Horror Mystery Thriller,insidious,Lin Shaye,Barbara Hershey,Philip Friedman
Alex Cox,Comedy Crime Sci-Fi Thriller,repo man,Del Zamora,Tracey Walter,Miguel Sandoval
Fabián Bielinsky,Crime Drama Thriller,nine queens,Ricardo Darín,Gastón Pauls,Leticia Brédice
Dror Moreh,Documentary War,the gatekeepers,Ami Ayalon,Yuval Diskin,Yaakov Peri
Rebecca Miller,Drama,the ballad of jack and rose,Beau Bridges,Susanna Thompson,Ryan McDonald
Maggie Carey,Comedy Romance,the to do list,Donald Glover,Alia Shawkat,Scott Porter
Roger Avary,Crime Drama Thriller,killing zoe,Eric Stoltz,Salvator Xuereb,Jean-Hugues Anglade
Henry Bean,Drama,the believer,Ryan Gosling,Theresa Russell,Summer Phoenix
David Gordon Green,Drama Romance,snow angels,Michael Angarano,Connor Paolo,Tom Noonan
Simeon Rice,Action Horror Thriller,unsullied,Ward G. Smith,Lisa Brave,Malone Thomas
Brad Anderson,Horror Mystery,session 9,Paul Guilfoyle,Brendan Sexton III,Larry Fessenden
Jeff Garlin,Comedy Romance,i want someone to eat cheese with,Jessy Schram,Jeff Garlin,Joey Slotnick
Qasim Basir,Drama Family,mooz-lum,Dorian Missick,Nia Long,Evan Ross
Adam Green,Comedy Horror,hatchet,Joel David Moore,Kane Hodder,Joel Murray
Charles Chaplin,Comedy Drama Family,modern times,Paulette Goddard,Stanley Blystone,Fred Malatesta
Pete Jones,Drama,stolen summer,Brian Dennehy,Aidan Quinn,Bonnie Hunt
Bruce Campbell,Comedy Fantasy,my name is bruce,Ted Raimi,Dan Hicks,Timothy Patrick Quill
Mark Brown,Comedy Drama,the salon,Vivica A. Fox,Monica Calhoun,Garrett Morris
Adam Carolla,Comedy,road hard,Jay Mohr,Jim O'Heir,David Alan Grier
Ira Sachs,Drama Music Romance,forty shades of blue,Rip Torn,Jenny O'Hara,Darren E. Burrows
John Sayles,Drama War,amigo,Brian Lee Franklin,John Arcilla,Ronnie Lazaro
Bruce McDonald,Fantasy Horror,pontypool,Stephen McHattie,Georgina Reilly,Boyd Banks
James Mottern,Drama,trucker,Jimmy Bennett,Joey Lauren Adams,Matthew Lawrence
Jaime Zevallos,Comedy Drama Romance,me you and five bucks,Angela Sarafyan,Jaime Zevallos,Michael Elian
Rob Zombie,Drama Fantasy Horror Thriller,the lords of salem,Sid Haig,Dee Wallace,Michael Berryman
Gerard Johnstone,Comedy Horror Mystery,housebound,Morgana O'Reilly,Bruce Hopkins,Cameron Rhodes
Robert Greenwald,Documentary,wal-mart: the high cost of low price,Lee Scott,Jon Hunter,Matt Hunter
David Ray,Drama Fantasy Romance,fetching cody,Nicole Muñoz,Sarah Lind,Kyla Wise
Dave Rodriguez,Comedy Drama,once upon a time in queens,Chazz Palminteri,Michael Rapaport,Paul Sorvino
Nae Caranfil,Comedy Drama,closer to the moon,Monica Barladeanu,Joe Armstrong,Martin Hancock
David Winning,Sci-Fi,mutant world,Ashanti,Amber Marshall,John DeSantis
Frank Lotito,Comedy Drama Family,growing up smith,Brighton Sharbino,Jake Busey,Tim Guinee
Timothy Woodward Jr.,Action Crime Thriller,checkmate,Katrina Law,Johnny Messner,Michael Paré
Christopher McQuarrie,Action Crime Mystery Thriller,jack reacher,Tom Cruise,Robert Duvall,David Oyelowo
Tara Subkoff,Drama Horror Mystery Thriller,#horror,Timothy Hutton,Balthazar Getty,Lydia Hearst
Russell Friedenberg,Action Horror Thriller,wind walkers,Rudy Youngblood,Glen Powell,Kiowa Gordon
William Cottrell,Animation Family Fantasy Musical,snow white and the seven dwarfs,Adriana Caselotti,Billy Gilbert,Lucille La Verne
Lucrecia Martel,Drama,the holy girl,Mía Maestro,Mercedes Morán,María Alche
Edward Dmytryk,Western,shalako,Brigitte Bardot,Woody Strode,Honor Blackman
Zak Penn,Adventure Comedy Horror,incident at loch ness,Zak Penn,Gabriel Beristain,John Bailey
Alex Ranarivelo,Drama,the dog lover,Lea Thompson,Christina Moore,Cullen Douglas
Jon Knautz,Horror Thriller,girl house,Camren Bicondova,Adam DiMarco,Chasty Ballesteros
Mathieu Amalric,Crime Romance Thriller,the blue room,Mathieu Amalric,Léa Drucker,Laurent Poitrenaux
David Worth,Horror Thriller,house at the end of the drive,Jessica Szohr,Jonathan Mangum,Angela Jones
Leslie H. Martinson,Adventure Comedy Family,batman: the movie,Burgess Meredith,Cesar Romero,Burt Ward
Guy Ritchie,Comedy Crime,"lock, stock and two smoking barrels",Jason Statham,Jason Flemyng,Dexter Fletcher
Robert M. Young,Western,the ballad of gregorio cortez,Barry Corbin,Bruce McGill,Ned Beatty
unknown,Action Crime Drama Mystery,the streets of san francisco            ,Karl Malden,Michael Douglas,unknown
Thomas Vinterberg,Drama,the celebration,Ulrich Thomsen,Paprika Steen,Trine Dyrholm
Steve Buscemi,Comedy Drama,trees lounge,Steve Buscemi,Debi Mazar,Carol Kane
Ham Tran,Drama,journey from the fall,Long Nguyen,Kieu Chinh,Cat Ly
Rich Cowan,Drama,the basket,Eric Dane,Karen Allen,Peter Coyote
Boris Rodriguez,Comedy Horror,eddie: the sleepwalking cannibal,Stephen McHattie,Thure Lindhardt,Georgina Reilly
Harold Becker,Action Crime Drama Thriller,mercury rising,Bruce Willis,Miko Hughes,Carrie Preston
unknown,Drama Sci-Fi,space: above and beyond            ,James Morrison,Tucker Smallwood,Kristen Cloke
Sadyk Sher-Niyaz,Action Biography Drama History,queen of the mountains,Elina Abai Kyzy,Aziz Muradillayev,Mirlan Abdulayev
Paul Donovan,Action Sci-Fi,def-con 4,Maury Chaykin,Lenore Zann,Tim Choate
Jonathan Kesselman,Comedy,the hebrew hammer,Judy Greer,Adam Goldberg,Tony Cox
Arjun Sablok,Comedy Musical Romance,neal 'n' nikki,Abhishek Bachchan,Uday Chopra,Samantha McLeod
Craig Moss,Comedy,the 41-year-old virgin who knocked up sarah marshall and felt superbad about it,Noureen DeWulf,Bryan Callen,Matt Crabtree
Tyler Oliver,Horror Romance Thriller,forget me not,Bella Thorne,Chloe Bridges,Christopher Atkins
Alfred Hitchcock,Drama Film-Noir Mystery Thriller,rebecca,Laurence Olivier,Joan Fontaine,George Sanders
Steve Miner,Horror Mystery Thriller,friday the 13th part 2,Betsy Palmer,Adrienne King,Amy Steel
Billy Wilder,Drama Film-Noir,the lost weekend,Ray Milland,Jane Wyman,Frank Faylen
Douglas Cheek,Horror Sci-Fi,c.h.u.d.,Daniel Stern,John Heard,Sam McMurray
Youssef Delara,Drama Music,filly brown,Noel Gugliemi,Jenni Rivera,Jorge Diaz
Deryck Broom,Animation,the lion of judah,Vic Mignogna,Omar Benson Miller,Anupam Kher
Henry Hathaway,Crime Film-Noir Thriller,niagara,Joseph Cotten,Jean Peters,Will Wright
John Ford,Drama Family,how green was my valley,Roddy McDowall,Walter Pidgeon,Barry Fitzgerald
unknown,Drama,the girlfriend experience            ,Mary Lynn Rajskub,Riley Keough,Paul Sparks
Spike Lee,Comedy Romance Thriller,da sweet blood of jesus,Rami Malek,Elvis Nolasco,Felicia Pearson
Steven Soderbergh,Drama,"sex, lies, and videotape",Peter Gallagher,Laura San Giacomo,Steven Brill
James Wan,Horror Mystery Thriller,saw,Michael Emerson,Monica Potter,Shawnee Smith
Jay Chandrasekhar,Comedy Crime Mystery,super troopers,Geoffrey Arend,Daniel von Bargen,Jay Chandrasekhar
Giovanni Zelko,Action Romance Thriller,the algerian,Zuhair Haddad,Harry Lennix,Ben Youcef
Claudia Sainte-Luce,Comedy Drama,the amazing catfish,Ximena Ayala,Vera Wilson,José Manuel Orozco Angulo
Scott Derrickson,Drama Sci-Fi Thriller,the day the earth stood still,Keanu Reeves,Jon Hamm,Juan Riedinger
Mira Nair,Comedy Drama Romance,monsoon wedding,Naseeruddin Shah,Randeep Hooda,Lillete Dubey
Kenneth Lonergan,Drama,you can count on me,Matthew Broderick,Rory Culkin,Gaby Hoffmann
Alfred Hitchcock,Comedy Mystery Romance,the trouble with harry,Jerry Mathers,John Forsythe,Royal Dano
Paul McGuigan,Crime Drama Mystery Thriller,lucky number slevin,Bruce Willis,Morgan Freeman,Dorian Missick
Jamie Babbit,Comedy Drama,but i'm a cheerleader,Natasha Lyonne,Clea DuVall,Eddie Cibrian
David Boyd,Drama Sport,home run,Vivica A. Fox,Drew Waters,Scott Elrod
Quentin Tarantino,Crime Drama Thriller,reservoir dogs,Quentin Tarantino,Steve Buscemi,Chris Penn
Walter Lang,Drama Family Fantasy,the blue bird,Spring Byington,Nigel Bruce,Gale Sondergaard
Sergio Leone,Western,"the good, the bad and the ugly",Clint Eastwood,Luigi Pistilli,Enzo Petito
Anna Muylaert,Comedy Drama,the second mother,Alex Huszar,Regina Casé,Luis Miranda
Steve Taylor,Comedy Drama,blue like jazz,Jason Marsden,Marshall Allman,Eric Lange
Kurt Voss,Comedy Music,down and out with the dolls,Lemmy,Coyote Shivers,Zoë Poledouris
Léa Pool,Documentary,"pink ribbons, inc.",unknown,unknown,unknown
James David Pasternak,Comedy Documentary,certifiably jonathan,Robin Williams,Sarah Silverman,Jonathan Winters
Laurent Bouhnik,Drama,q,Déborah Révy,Johnny Amaro,Yassine Azzouz
Tom Sanchez,Comedy Drama,the knife of don juan,Nataniel Sánchez,Antonio Arrué,Juan Carlos Montoya
David Caffrey,Adventure Comedy Drama,grand theft parsons,Marley Shelton,Scott Adsit,Jim Cody Williams
Adam Jay Epstein,Comedy,extreme movie,Rich Ceraulo,Denise Boutte,Vanessa Lee Chester
Michael Curtiz,Action Adventure Romance War,the charge of the light brigade,Errol Flynn,David Niven,Spring Byington
Justin Thomas Ostensen,Thriller,below zero,Michael Berryman,Kristin Booth,Michael Eisner
Brenton Spencer,Action Horror Mystery Thriller,crowsnest,Christie Burke,Victor Zinck Jr.,Chelsey Reist
Rob Bowman,Adventure Comedy Sport,airborne,Alanna Ubach,Jacob Vargas,Brittney Powell
Ossie Davis,Action Comedy,cotton comes to harlem,Redd Foxx,Cleavon Little,Calvin Lockhart
Jay Alaimo,Horror,the wicked within,William McNamara,Sabrina Carmichael,Patrick Muldoon
Dylan Bank,Horror,bleeding hearts,Seregon O'Dassey,Deirdre Lorenz,Dustin Diamond
Rob McKittrick,Comedy,waiting...,Ryan Reynolds,Dane Cook,Vanessa Lengies
Shane Meadows,Crime Drama Thriller,dead man's shoes,Paddy Considine,Gary Stretch,George Newton
unknown,Drama Horror Thriller,wolf creek            ,Richard Cawthorne,John Jarratt,Lucy Fry
Jeff Burr,Action Drama Horror Thriller,from a whisper to a scream,Terry Kiser,Clu Gulager,Susan Tyrrell
Harry Gantz,Documentary Drama,sex with strangers,unknown,unknown,unknown
Guy Maddin,Comedy Horror Musical,dracula: pages from a virgin's diary,Sarah Murphy-Dyson,CindyMarie Small,Brent Neale
Regardt van den Bergh,Drama,faith like potatoes,Sean Cameron Michael,Frank Rautenbach,Jeanne Neilson
Panos Cosmatos,Sci-Fi Thriller,beyond the black rainbow,Chris Gauthier,Marilyn Norry,Eva Bourne
Gareth Evans,Action Crime Thriller,the raid: redemption,Iko Uwais,Yayan Ruhian,Donny Alamsyah
Matthew R. Anderson,Action Horror Sci-Fi,the dead undead,Johnny Pacar,Vernon Wells,Matthew R. Anderson
Joe Marino,Horror,the vatican exorcisms,Piero Maggiò,Anella Vastola,Joe Marino
Michael Curtiz,Drama Romance War,casablanca,Humphrey Bogart,Claude Rains,Conrad Veidt
Joel Anderson,Drama Horror Mystery Thriller,lake mungo,Talia Zucker,Rosie Traynor,Martin Sharpe
Shimit Amin,Comedy Drama,rocket singh: salesman of the year,Ranbir Kapoor,Shazahn Padamsee,Gauhar Khan
Douglas Trumbull,Drama Sci-Fi,silent running,Bruce Dern,Ron Rifkin,Jesse Vint
John G. Avildsen,Drama Sport,rocky,Sylvester Stallone,Burgess Meredith,Carl Weathers
Mona Fastvold,Drama,the sleepwalker,Christopher Abbott,Brady Corbet,Gitte Witt
John Carpenter,Fantasy Horror,the fog,Jamie Lee Curtis,Hal Holbrook,Janet Leigh
Tony Richardson,Adventure Comedy History,tom jones,Albert Finney,Susannah York,Hugh Griffith
Levan Gabriadze,Horror Mystery Thriller,unfriended,Shelley Hennig,Renee Olstead,Heather Sossaman
Martin Scorsese,Crime Drama,taxi driver,Robert De Niro,Albert Brooks,Peter Boyle
Joe Dante,Horror,the howling,Patrick Macnee,Robert Picardo,Dee Wallace
Terence Young,Action Adventure Thriller,dr. no,Ursula Andress,Jack Lord,Lois Maxwell
Bradley Parker,Horror Mystery Sci-Fi Thriller,chernobyl diaries,Jesse McCartney,Ingrid Bolsø Berdal,Jonathan Sadowski
Clive Barker,Fantasy Horror,hellraiser,Andrew Robinson,Ashley Laurence,Clare Higgins
Harold Cronk,Drama,god's not dead 2,Benjamin A. Onyango,Robin Givens,Maria Canals-Barrera
Jeff Wadlow,Drama Horror Mystery Thriller,cry_wolf,Julian Morris,Gary Cole,Lindy Booth
Takao Okawara,Action Adventure Drama Sci-Fi Thriller,godzilla 2000,Hiroshi Abe,Naomi Nishida,Sakae Kimura
Derek Cianfrance,Drama Romance,blue valentine,Ryan Gosling,Mike Vogel,John Doman
Duncan Tucker,Adventure Comedy Drama,transamerica,Kevin Zegers,Felicity Huffman,Paul Borghese
William Brent Bell,Horror,the devil inside,Fernanda Andrade,Claudiu Trandafir,Brian Johnson
Russ Meyer,Comedy Drama Music,beyond the valley of the dolls,Charles Napier,Cynthia Myers,Harrison Page
Robert D. Webb,Drama Romance Western,love me tender,James Drury,Neville Brand,Debra Paget
Davis Guggenheim,Documentary,an inconvenient truth,Billy West,Al Gore,unknown
Allan Dwan,Action Drama Romance War,sands of iwo jima,James Brown,Richard Jaeckel,Forrest Tucker
Martin Scorsese,Biography Documentary Music,shine a light,Mick Jagger,Keith Richards,Albert Maysles
Eli Roth,Adventure Horror,the green inferno,Daryl Sabara,Richard Burgi,Magda Apanowicz
Andrew Steggall,Drama Family Romance,departure,Juliet Stevenson,Alex Lawther,Niamh Cusack
Ben Lewin,Biography Comedy Drama Romance,the sessions,W. Earl Brown,Adam Arkin,Rhea Perlman
Robert Kenner,Documentary,"food, inc.",Michael Pollan,Eric Schlosser,Barbara Kowalcyk
Andrew Erwin,Drama,october baby,Rachel Hendrix,Robert Amaya,Jason Burkey
Brad Anderson,Comedy Drama Romance,next stop wonderland,Philip Seymour Hoffman,Callie Thorne,Holland Taylor
Jason Reitman,Comedy Drama Romance,juno,J.K. Simmons,Jennifer Garner,Rainn Wilson
Craig Johnson,Comedy Drama,the skeleton twins,Ty Burrell,Boyd Holbrook,Kathleen Rose Perkins
Sean Durkin,Drama Mystery Thriller,martha marcy may marlene,Christopher Abbott,Julia Garner,Brady Corbet
Gillian Robespierre,Comedy Drama,obvious child,Gaby Hoffmann,Jenny Slate,Jake Lacy
Courtney Hunt,Crime Drama,frozen river,Charlie McDermott,Michael O'Keefe,Misty Upham
Morgan Neville,Documentary Music,20 feet from stardom,Sheryl Crow,Lou Adler,Merry Clayton
James Toback,Comedy Drama,two girls and a guy,Robert Downey Jr.,Natasha Gregson Wagner,Angel David
Nicole Holofcener,Comedy Drama Romance,walking and talking,Kevin Corrigan,Anne Heche,Vincent Pastore
Peter Cattaneo,Comedy Drama Music,the full monty,Tom Wilkinson,Mark Addy,Lesley Sharp
Chris Paine,Documentary,who killed the electric car?,Ed Begley Jr.,Phyllis Diller,Colette Divine
Greg Berlanti,Comedy Drama Romance Sport,the broken hearts club: a romantic comedy,Justin Theroux,Nia Long,Mary McCormack
Don Coscarelli,Comedy Fantasy Mystery,bubba ho-tep,Daniel Roebuck,Ossie Davis,Ella Joyce
Rob Letterman,Adventure Comedy Family Fantasy Horror,goosebumps,Odeya Rush,Dylan Minnette,Ken Marino
Marc Levin,Drama,slam,Sonja Sohn,Saul Williams,Bonz Malone
